Image,brisque,nrqm,pi,nima,paq2piq,cnniqa,dbcnn,musiq-ava,musiq-koniq,musiq-spaq,clipiqa,clipiqa+,tre-koniq,topiq_nr,qalign,topiq_iaa,topiq_iaa_res50,laion_aes,antelopev2,arcface,buffalo,avset,distance,confi,Score
5_voice_en_35070978_vidtalk,29.41112076,3.375466318,5.465729802,5.034569907,58.49752484,0.35635907,0.314003681,3.879846431,54.8076823,65.26921807,0.494133621,0.55489165,32.04078563,0.319644725,0.207650135,4.58431453,4.370029871,5.306169616,0.839103049,0.856732787,0.837875537,-1,5.367941856,0.788937569,1.9
5_voice_en_35070978_wavlip,25.50321941,6.050397182,4.35795108,4.728426843,62.31107267,0.64890978,0.445167005,4.339199315,50.14899253,67.42560891,0.430613604,0.446540029,45.94543925,0.363717227,0.212940758,4.897401445,4.451800596,4.632271906,0.886580248,0.901106205,0.882102927,-2,6.734810352,0.543971539,2.2
5_voice_en_35071004_ahead,24.33129842,5.280379265,6.232533383,4.158216414,76.3624479,0.543591787,0.556323567,3.98311244,56.4789525,58.18123479,0.564751886,0.614760951,74.18374661,0.573360957,0.227761303,3.66822632,3.855906354,4.784105683,0.811122923,0.833785224,0.783108411,0,2.663779259,0.426584244,3.5
5_voice_en_35071004_dinet,15.9041213,6.581069333,3.787732672,5.228301698,70.60372417,0.615779008,0.471217049,4.377467053,65.58379261,72.27562874,0.663781494,0.645294142,58.43005943,0.451738001,0.326843189,5.045702608,4.486882992,5.172827754,0.813788662,0.828632546,0.813839969,-1,3.548023224,0.627850533,3.7
5_voice_en_35071004_dreamtalk,16.41261222,6.13461797,6.010449591,4.709181754,76.56587715,0.608397556,0.591596569,4.107171069,60.18322677,64.1633085,0.546987314,0.558933243,74.57708954,0.595989917,0.287912931,4.059574177,4.015159758,4.93638428,0.740859581,0.780215578,0.771598314,-1,3.194639206,0.09756279,3.5
5_voice_en_35071004_iplap,16.34564708,6.38758975,3.884100051,4.901076009,65.46081256,0.610298913,0.464514208,4.382812159,60.59295055,70.97864865,0.623338425,0.619904596,56.54173973,0.412927002,0.265903509,4.869247672,4.428260222,5.037896424,0.950139243,0.955973538,0.94155101,1,1.837803841,0.864303589,2.6
5_voice_en_35071004_mkittalk,29.09572389,4.749531858,7.326277915,3.727397437,72.50571779,0.376363773,0.431025472,3.691231377,51.37834768,63.06521572,0.564948078,0.551176055,58.74418743,0.486308042,0.154674245,3.485643463,3.520717098,4.582331614,0.811742717,0.809309556,0.807911579,-3,2.319839478,0.630720139,3.3
5_voice_en_35071004_sad,15.90305635,5.456502661,5.451056976,5.438434916,77.06106278,0.432954932,0.49822009,4.168947626,67.00519743,70.19996585,0.517755177,0.609289051,74.42581882,0.525078641,0.373795178,4.544686907,4.292469391,5.009016909,0.851541117,0.88060977,0.867659769,-1,3.671313286,0.783995628,4.3
5_voice_en_35071004_vidtalk,29.68367852,3.409548663,5.483443569,5.019592598,58.33208003,0.356578261,0.312839621,3.868293598,55.0785197,65.07594531,0.493565708,0.55343423,32.19866454,0.31756307,0.208658386,4.585082077,4.36916838,5.294028092,0.831164182,0.85242181,0.831624471,-1,4.827944279,0.358260632,2.7
5_voice_en_35071004_wavlip,25.70494,6.039205105,4.353154832,4.72690372,62.11124846,0.64699696,0.4493254,4.338388732,50.16692666,67.61181519,0.432275417,0.449513098,45.64549326,0.364220424,0.217832752,4.903394446,4.450877165,4.640405925,0.883233169,0.9037833,0.880741426,-2,4.577351093,0.971572399,1.9
5_voice_en_35071005_ahead,23.42485707,5.215650394,6.392533914,4.165133012,76.31157218,0.546554776,0.565870776,3.99199152,56.5984973,58.43719603,0.565270219,0.621285307,73.34435027,0.574070751,0.218656626,3.673801532,3.896273155,4.77743924,0.799922188,0.827699562,0.768584135,0,4.932297707,0.224707603,3.6
5_voice_en_35071005_dinet,15.59705887,6.612909333,3.76829002,5.212099189,70.62052676,0.61563267,0.471598978,4.380432865,65.45292067,72.2782606,0.661090836,0.642318869,58.32920726,0.452280848,0.330551695,5.041742067,4.469612324,5.167140769,0.796490207,0.823708308,0.79367629,-1,5.126748085,0.572382927,4.7
5_voice_en_35071005_dreamtalk,19.07611038,6.011880328,6.069740538,4.646961623,76.07155945,0.60236787,0.562966742,4.058325893,59.01694036,62.52055229,0.563717905,0.574130604,72.64992024,0.582899041,0.280757735,4.017698246,3.941423337,4.838439464,0.773593817,0.802425478,0.780659355,0,3.103031158,0.606904984,3.7
5_voice_en_35071005_iplap,16.21431002,6.427193426,3.878186769,4.902568175,65.51566977,0.61027102,0.465027727,4.381150061,60.65384795,70.98027509,0.620304199,0.617429652,56.79089024,0.414016735,0.2612387,4.862786205,4.433182924,5.020386524,0.950875193,0.95468699,0.94228721,0,3.154071808,0.694515228,3.4
5_voice_en_35071005_mkittalk,28.21082624,4.624081133,7.433220338,3.645573795,71.26897735,0.377996928,0.43108234,3.627638649,50.5128423,62.99587637,0.564615823,0.537578971,57.8316621,0.486938577,0.156049336,3.486245094,3.507060476,4.684292605,0.780394435,0.779210863,0.773529813,-3,2.121255875,0.567494392,2.8
5_voice_en_35071005_sad,17.68610201,5.314824337,5.618067611,5.432694756,76.89779226,0.409091957,0.489857877,4.170425933,67.15391863,70.46253203,0.501299284,0.601695036,73.90421449,0.521576289,0.354143609,4.566454348,4.293832543,4.946228649,0.857233289,0.887326935,0.876837347,0,4.64943409,0.976496696,5
5_voice_en_35071005_vidtalk,29.21816038,3.386251822,5.456016819,5.026833143,58.42279526,0.357156458,0.31304586,3.877117483,54.94482358,65.12010862,0.496855644,0.552253582,32.19564878,0.319051377,0.211783394,4.590004218,4.373543952,5.335463215,0.832714712,0.853350596,0.834081091,-1,5.363195419,0.466467857,2.4
5_voice_en_35071005_wavlip,25.2630789,6.076084653,4.321923622,4.731608801,62.25633515,0.64854373,0.444721192,4.332247762,50.48071095,67.43371992,0.436196905,0.456136473,45.87950159,0.3628393,0.205466912,4.898561357,4.43992636,4.646926194,0.878895323,0.902431658,0.873638665,-2,6.164755821,0.966431618,1.9
5_voice_en_35071006_ahead,24.72627837,5.221724062,6.47875714,3.908408314,76.27894745,0.560811161,0.562655501,3.984470567,55.81337537,58.56287879,0.561369955,0.622627094,73.24804948,0.560132342,0.220793305,3.656508439,3.856633445,4.68451457,0.80957443,0.815058462,0.778395697,0,3.79767704,0.622535706,2.8
5_voice_en_35071006_dinet,16.16150458,6.605202377,3.786506172,5.225037392,70.53370686,0.616313124,0.47113206,4.361482692,65.15626041,72.18864112,0.663601215,0.644216229,58.29328811,0.448658267,0.324221101,5.047602093,4.454764437,5.179844029,0.787110634,0.806660291,0.779592712,-1,4.481636047,0.783715248,4.5
5_voice_en_35071006_dreamtalk,17.56680714,6.12263433,6.171213106,4.711687103,76.53489283,0.606958135,0.581087577,4.075327835,60.03554178,63.62933327,0.559678261,0.56497324,74.30390144,0.596816284,0.294786693,4.030234219,3.994131667,4.988328566,0.744890724,0.798218204,0.772778189,-1,4.007040024,0.360836029,3.5
5_voice_en_35071006_iplap,17.21549555,6.280335265,3.943426562,4.903506702,65.48598699,0.607144714,0.459181503,4.356053821,60.3261529,70.91136409,0.6184244,0.61628989,55.86120865,0.413021588,0.267101976,4.842514942,4.420626688,5.019389265,0.955478806,0.955925899,0.945720133,0,2.632418633,1.102980614,3.3
5_voice_en_35071006_mkittalk,28.41940076,4.886886091,7.177252324,3.629941794,72.6234302,0.394020066,0.439417982,3.713637813,52.51340734,61.96461461,0.541446738,0.530211258,58.41214168,0.503931585,0.171778233,3.513247275,3.577982259,4.738315662,0.807902167,0.814698147,0.803831549,-3,2.282678604,1.041995049,2.6
5_voice_en_35071006_sad,16.56700224,5.347247758,5.522550379,5.48075861,77.19599052,0.429659559,0.490551669,4.208753327,67.56669397,71.03349153,0.511911967,0.603176614,73.87825897,0.52471464,0.369275287,4.555048898,4.29688647,4.976513657,0.848473859,0.881534468,0.867832728,-1,3.450833321,0.643295288,4.9
5_voice_en_35071006_vidtalk,30.09114844,3.362422846,5.492794474,5.017556848,58.39015953,0.357733768,0.313114284,3.86934883,54.74567821,65.23132583,0.497752701,0.557707117,31.73048802,0.315343503,0.209479921,4.574070896,4.357566411,5.306153775,0.83408114,0.858284587,0.834489401,-1,5.816692829,0.485505581,2.3
5_voice_en_35071006_wavlip,26.12243439,6.019628763,4.372970141,4.723321727,62.23390374,0.645714682,0.44583252,4.333151427,49.92809895,67.16122223,0.42129706,0.449792934,45.25872569,0.362961753,0.208815063,4.894060514,4.455714913,4.65574899,0.890759837,0.905243804,0.886192078,-2,6.507007122,0.458636761,2.1
6_voice_en_36394097_ahead,24.79708935,4.950789101,5.647757811,3.988798189,74.62724887,0.557265361,0.491562854,3.83527325,49.27776448,64.30721742,0.452591033,0.616934757,68.51953606,0.533455473,0.196482472,3.574499859,3.726258883,4.909891476,0.801554099,0.768168553,0.796500058,1,5.46641922,0.736875534,2.2
6_voice_en_36394097_dinet,25.77644381,4.920568044,4.74558142,5.363927189,67.57262593,0.524115673,0.394126518,4.24532993,55.00749109,71.93836065,0.535782997,0.5989693,46.78634119,0.394716035,0.271709086,4.93747241,4.748398093,5.074440401,0.785792135,0.777315875,0.789611397,0,4.71283865,0.437229633,3.9
6_voice_en_36394097_dreamtalk,24.93085503,7.033571621,5.289838925,4.553535449,74.94332922,0.692077659,0.533152533,4.047140629,54.89588964,64.17991491,0.532858437,0.584191757,72.51635866,0.583267536,0.243171092,4.031983478,3.827427754,4.770756388,0.712155621,0.712614804,0.723409696,-1,4.468715668,0.156813622,2
6_voice_en_36394097_iplap,27.36964035,4.630814944,4.974451909,4.960518822,64.68573891,0.50970745,0.371571108,4.254711558,51.27150624,67.817818,0.489179062,0.559563409,39.97316199,0.356975156,0.20255233,4.854161731,4.673700497,4.849412348,0.956380981,0.970546004,0.96473337,0,1.590601921,2.731183052,2.3
6_voice_en_36394097_mkittalk,32.5425279,5.077711824,6.072112544,3.744164356,70.01107533,0.491506876,0.349397147,3.565207695,41.38933703,63.36144856,0.513475182,0.536565875,57.44840138,0.461569003,0.081415771,3.637283095,3.339783893,4.512014651,0.801004783,0.83642005,0.811254041,-2,4.347856998,0.699402332,2.2
6_voice_en_36394097_sad,26.92049362,5.461529842,5.143402902,5.493077008,75.29756542,0.405187295,0.4564258,4.467279593,64.40081709,68.48441033,0.431906271,0.61365564,72.539547,0.503642761,0.385912568,4.724764753,4.430207877,5.038671901,0.850428273,0.875184583,0.875464716,0,4.918460846,0.937785149,4
6_voice_en_36394097_vidtalk,38.23075904,3.008053294,5.855432433,5.021447196,58.97766363,0.324643143,0.286503684,3.876405224,47.871162,64.08512551,0.399766886,0.526238183,26.97007806,0.290659557,0.180797766,4.571496833,4.447215342,5.087388796,0.840474113,0.8232202,0.85412228,-1,6.258930683,0.332213879,2.7
6_voice_en_36394097_wavlip,30.13998926,4.675242739,4.768458203,4.896358472,64.77396014,0.53193461,0.378464778,4.361969351,49.94835143,65.78102954,0.391972006,0.463589962,35.0017154,0.327321422,0.203728497,4.849907149,4.737278181,4.565750601,0.880088941,0.904901079,0.898841254,-2,7.225660324,0.435618401,2.3
6_voice_en_36394098_ahead,24.36151858,4.969483146,5.62258476,4.034202434,74.64954394,0.565759827,0.503225416,3.861199032,49.51650471,64.29549748,0.463318666,0.617892384,70.25885101,0.536266307,0.207528092,3.640460725,3.801788497,4.899716608,0.813161297,0.789517509,0.811639615,0,4.312689781,0.965015411,2.5
6_voice_en_36394098_dinet,26.66135773,4.886634426,4.813189062,5.364269406,67.67878657,0.525049792,0.393825494,4.243920754,54.80166804,71.90492691,0.538497522,0.601955533,45.85949871,0.394304915,0.270351684,4.926025253,4.740068415,5.069981452,0.766277169,0.773542677,0.775819961,0,4.926231384,0.592879295,3.5
6_voice_en_36394098_dreamtalk,23.3451822,7.10712712,5.209522439,4.476441308,74.83077445,0.699070513,0.557515164,4.058162518,55.54930754,63.94781577,0.53789289,0.591451645,73.4840356,0.587070027,0.246781636,4.052550178,3.826780768,4.849229284,0.705159205,0.713230723,0.7150911,-1,4.631379128,0.825147629,3
6_voice_en_36394098_iplap,27.90708017,4.595556451,5.046034337,4.955708278,64.53249402,0.511309646,0.369566731,4.248078072,50.88251776,67.61018289,0.492891621,0.560179494,39.03724242,0.354877211,0.205222714,4.842212466,4.674995983,4.83858404,0.957759441,0.969456227,0.96562992,0,2.561945915,0.867560387,2.9
6_voice_en_36394098_mkittalk,30.03133452,5.038883019,5.776576814,3.886273077,71.7796209,0.491493202,0.380737567,3.633944091,43.51062162,63.03117469,0.482846586,0.547470119,59.18867661,0.474130328,0.095569705,3.850636671,3.411770646,4.488167495,0.814310698,0.833704201,0.822599951,-2,4.746714592,0.032114029,3.7
6_voice_en_36394098_sad,27.25556249,5.473218252,5.232829053,5.406176192,75.24120675,0.424207697,0.460025921,4.491187866,64.10111218,69.21777729,0.432522506,0.607712094,72.81267023,0.508004858,0.380854293,4.671839903,4.399470072,5.102335749,0.853731005,0.870987862,0.872050787,0,5.360501289,0.839038849,5
6_voice_en_36394098_vidtalk,38.61495972,3.005440196,5.861121033,5.022652239,59.08867024,0.323890631,0.286772343,3.878026603,47.65496253,63.834556,0.410377475,0.530787982,26.78944882,0.287230318,0.177742448,4.559954568,4.445616714,5.039900679,0.849448061,0.830654571,0.863089441,-1,5.902033329,0.799716473,2.4
6_voice_en_36394098_wavlip,30.62762111,4.653892405,4.793191593,4.912976103,65.06071066,0.535942951,0.377654593,4.352890791,49.53689663,65.77356155,0.391263845,0.469837396,34.81887284,0.331483643,0.205499245,4.847284444,4.736080515,4.579038409,0.872768738,0.887182563,0.889307635,-2,6.987692833,0.466262817,2
6_voice_en_36394099_ahead,24.74616618,4.96535391,5.481199932,3.989395146,74.46446985,0.547063597,0.490346654,3.836582835,49.20972845,65.98703528,0.469545237,0.614570904,68.61738257,0.525048108,0.204569161,3.725282124,3.821709324,4.812299825,0.783897287,0.75560984,0.782594017,1,4.434783459,0.280623913,2.1
6_voice_en_36394099_dinet,26.60368542,4.891440822,4.805351514,5.342869097,67.62414805,0.52476687,0.393306405,4.244965547,54.6415569,71.88452547,0.535770795,0.601124009,46.30086422,0.394032325,0.274573503,4.932463702,4.7423742,5.069346943,0.782971324,0.783283692,0.786917348,0,4.631730556,0.897210598,4
6_voice_en_36394099_dreamtalk,22.08904917,7.136221959,5.363340394,4.484340478,75.37488748,0.694840117,0.560617103,4.058247586,55.3180887,64.11990142,0.536106218,0.595373892,73.35322711,0.596272748,0.2541635,4.137563315,3.865539172,4.903098138,0.676141936,0.675943525,0.69661664,-1,3.617941856,0.133891106,3
6_voice_en_36394099_iplap,27.8488402,4.596924501,5.041507359,4.957111052,64.5876261,0.510672298,0.369056004,4.253625409,51.12530816,67.51808799,0.491456453,0.559592197,39.13522491,0.354674991,0.206346383,4.84890404,4.676106294,4.849927214,0.953871451,0.966026393,0.961788596,0,2.243793488,2.219756126,2.6
6_voice_en_36394099_mkittalk,32.57616899,4.907127777,6.100926975,3.777741071,71.32803008,0.47632922,0.348222482,3.560682509,41.71803658,64.61896795,0.487333583,0.535173293,55.20138121,0.461568004,0.083449666,3.727233944,3.327273694,4.550877042,0.797939628,0.823963712,0.808967756,-3,2.659703255,0.420845985,3.2
6_voice_en_36394099_sad,28.8565242,5.450562945,5.359979949,5.42540713,75.74035085,0.411902383,0.459478149,4.382830151,63.65109275,69.77405895,0.433531984,0.607273959,71.89435375,0.512018315,0.384017183,4.698009327,4.387001898,5.055850461,0.850448255,0.856715165,0.863858015,0,4.1106534,0.04669714,4.9
6_voice_en_36394099_vidtalk,38.70248444,3.009451504,5.860433929,5.023988165,59.05192259,0.325478742,0.286472534,3.872139779,47.67609939,64.17267591,0.407344254,0.528309691,26.95795585,0.289331399,0.179516538,4.572640436,4.456746475,5.054963841,0.842694877,0.827543777,0.861967817,-1,6.368293285,0.855863094,2.8
6_voice_en_36394099_wavlip,30.54372665,4.651553173,4.796978405,4.9130799,64.97569426,0.534552822,0.375733047,4.36412473,49.26247801,65.53404062,0.381437089,0.459531224,34.53205907,0.327011753,0.203731101,4.871388458,4.740117076,4.519597389,0.859392634,0.87981692,0.87894944,-2,6.289103031,0.84251833,1.8
6_voice_en_36394100_ahead,23.84956345,4.999004061,5.488580127,4.012420462,75.07264045,0.54777772,0.507690967,3.857574922,50.43655426,65.08965022,0.446251805,0.604208596,69.60260533,0.536662521,0.214208866,3.828353645,3.82388319,4.870214904,0.802421184,0.755183053,0.800058725,1,3.126378536,0.248254299,1.8
6_voice_en_36394100_dinet,26.65155627,4.889627697,4.796218034,5.343466933,67.57900891,0.52513725,0.39328754,4.244598663,54.7098173,71.94917492,0.537745466,0.602403278,46.21600207,0.394406631,0.277748368,4.93448215,4.74487298,5.070158618,0.772332452,0.779976415,0.78100921,-1,2.477606773,0.759391785,3.3
6_voice_en_36394100_dreamtalk,23.08802579,7.062126699,5.283494345,4.476270016,75.15738725,0.692352528,0.552478252,4.042267134,55.08804881,63.72237993,0.541804751,0.579322965,73.96084536,0.585121876,0.245442534,4.169242646,3.85262089,4.843650196,0.682786728,0.683063726,0.702315535,-1,2.86033535,0.154447556,3.3
6_voice_en_36394100_iplap,27.96313783,4.595334546,5.048430586,4.963378612,64.42592184,0.510551435,0.369245599,4.248402625,51.08275902,67.59535265,0.489125314,0.559221631,39.0977331,0.35476282,0.208125117,4.845501084,4.677033336,4.853716176,0.953260515,0.966340369,0.961289549,0,2.197325706,1.079396248,3.6
6_voice_en_36394100_mkittalk,31.89835896,4.996030257,5.796326952,3.817611831,71.63982556,0.480409505,0.36137984,3.580505754,42.79979567,63.79192914,0.48934138,0.546143762,58.34763369,0.474233099,0.097675855,3.804932056,3.359491828,4.510343288,0.807563685,0.847402607,0.818819377,-2,2.735552788,0.829200745,2.8
6_voice_en_36394100_sad,26.30562553,5.463011348,5.304406973,5.42438854,75.66623287,0.434876827,0.462722882,4.367689089,64.27550292,68.7524296,0.43117988,0.593840657,72.66326306,0.512216963,0.389191289,4.691930973,4.424538512,5.170111192,0.838853097,0.860566587,0.860863849,0,3.314134121,0.098302364,4.6
6_voice_en_36394100_vidtalk,38.58671537,3.00656753,5.86205002,5.013767869,59.06687232,0.325981708,0.285529794,3.86800123,47.71642947,63.93932178,0.406205722,0.526723199,26.69183919,0.287945231,0.184559791,4.57594132,4.448660683,5.062065113,0.839284342,0.817957228,0.847340576,-1,4.857718468,0.465167046,2.4
6_voice_en_36394100_wavlip,30.4306449,4.674006047,4.791608402,4.918971001,64.82725887,0.522120631,0.375829752,4.349416635,49.40114868,65.54241252,0.383957292,0.46357635,34.511174,0.326642534,0.20594962,4.843811472,4.730127336,4.525164332,0.857443879,0.871176914,0.882119028,-3,4.644515038,0.032363892,1.7
6_voice_en_36394101_ahead,25.01084409,4.927803558,5.708388956,3.956899393,74.63702311,0.560450131,0.486776497,3.864228865,49.08027117,64.76388241,0.461542529,0.623778869,68.21944118,0.53433998,0.203599007,3.631409226,3.81602931,4.889414671,0.804719251,0.781682034,0.802807984,0,4.656379223,0.501814365,2.1
6_voice_en_36394101_dinet,25.84652481,4.917057509,4.754351203,5.352248198,67.59966089,0.52414567,0.393854289,4.246161238,54.85118919,71.98888822,0.538582817,0.601240072,46.60444969,0.39575864,0.273412057,4.934515139,4.737853275,5.076801825,0.778292794,0.767614567,0.782375983,-1,4.829845428,0.875203133,3.8
6_voice_en_36394101_dreamtalk,23.74594595,7.102151033,5.371442642,4.492625985,74.77969053,0.696481839,0.550480113,4.062871827,55.67715341,63.56762868,0.546201074,0.598093009,73.50721365,0.589544128,0.239109377,4.098921884,3.8281302,4.817318654,0.695246787,0.707297403,0.715612085,-1,4.388804436,0.317796707,2.4
6_voice_en_36394101_iplap,27.35149994,4.634615761,4.984856182,4.954797245,64.7099946,0.509302277,0.371244123,4.252660173,51.22374288,67.67534994,0.495071538,0.559799587,39.86751706,0.356342878,0.20459821,4.854353454,4.674307987,4.859556889,0.954285919,0.968652101,0.963159949,0,2.16055584,1.719672203,2.4
6_voice_en_36394101_mkittalk,31.92856428,5.00299863,6.09906945,3.82393126,70.81610992,0.479526825,0.352529737,3.58788935,42.52209451,63.37210303,0.489171966,0.522439409,56.49590724,0.458074345,0.083233796,3.724150046,3.355514256,4.569678005,0.806507403,0.845245512,0.817885578,-2,4.440814972,0.954642296,2.3
6_voice_en_36394101_sad,29.62261656,5.500367699,5.451797799,5.392792868,75.50505135,0.424027404,0.454799484,4.344190428,63.70306534,70.08460461,0.429543616,0.598487197,72.18572223,0.502578288,0.389949095,4.671054229,4.388441354,5.075209009,0.840143573,0.851119306,0.859312802,-1,5.003461838,0.997765541,4.9
6_voice_en_36394101_vidtalk,38.48558532,3.007966737,5.852255557,5.012800261,58.9994951,0.32659531,0.28612104,3.871335288,47.84282201,64.18465905,0.403664976,0.528220665,26.57281563,0.288678191,0.182381689,4.585608568,4.439964232,5.077934361,0.84083557,0.831230172,0.857983331,-1,6.60863924,0.554087162,2.6
6_voice_en_36394101_wavlip,30.36676812,4.654817255,4.77828391,4.909971596,64.85218563,0.528714174,0.372908983,4.35656666,49.60398124,65.7720599,0.38141792,0.461412059,34.5860232,0.327156176,0.204989212,4.861513923,4.731625096,4.574258318,0.876350965,0.895222279,0.896690695,-3,7.024199486,0.95772934,1.8
7_voice_en_35014426_ahead,33.90826141,4.861862746,5.27753044,3.669071417,74.14987997,0.53870542,0.567025622,3.727356869,57.5353032,71.1524587,0.442039521,0.645615472,73.3943257,0.602276018,0.199138729,3.758985118,3.796035525,5.0361317,0.663048424,0.752598729,0.697100608,1,5.153899193,0.555231094,3.2
7_voice_en_35014426_dinet,32.74210602,5.85221629,3.967208763,5.147714005,69.7981105,0.524587244,0.491876578,4.602261273,66.03263307,67.40892604,0.642328783,0.677653367,56.43941283,0.457087327,0.453857379,5.071954468,4.719798253,5.219980431,0.763310175,0.774620321,0.728877166,-1,2.557834625,0.224068642,1.2
7_voice_en_35014426_dreamtalk,30.89240206,5.886330832,5.055729612,4.337304015,75.79425626,0.667911825,0.636012783,3.935065355,65.3236262,70.34881659,0.530968864,0.656811968,81.73287448,0.676788977,0.278599817,4.196989238,3.996115306,4.650254057,0.699928624,0.685988544,0.717688341,0,5.009222984,0.92893219,3.6
7_voice_en_35014426_iplap,35.48605746,5.416345696,4.06986443,4.566966563,61.76000008,0.582118309,0.46101444,4.508965159,60.52615759,67.82099987,0.563523434,0.625581512,49.01401493,0.403233597,0.298835095,4.852000847,4.453569405,5.049086322,0.930070165,0.948693944,0.934340319,0,2.172468185,1.695785522,1.9
7_voice_en_35014426_mkittalk,36.35565618,4.375779647,6.020518978,3.592681023,73.97324015,0.459867829,0.484270775,3.681251851,53.61693422,69.86362582,0.496016735,0.632056374,62.49149948,0.541221608,0.118987634,3.856707127,3.298815581,4.704698407,0.760952564,0.813690353,0.781398998,-2,2.827654839,0.896459579,3.7
7_voice_en_35014426_sad,30.53616649,5.254877478,4.885940508,5.605595403,75.32730227,0.454542439,0.547933768,4.439785704,73.00916115,72.45326097,0.486473485,0.683450902,75.83669809,0.558621018,0.448744044,4.790376256,4.530829168,5.410318851,0.835188976,0.862990088,0.853683843,0,5.182633877,0.890283108,4.2
7_voice_en_35014426_vidtalk,45.56632977,3.188791309,5.641981125,4.588140312,56.20835624,0.29154608,0.341442059,3.998916,55.41569935,63.055214,0.505447878,0.605674735,30.7540751,0.336946768,0.214513907,4.688969924,4.312932387,5.126263053,0.749139765,0.784077571,0.781318201,-1,6.066513062,0.796476364,2.4
7_voice_en_35014426_wavlip,42.42783511,5.308108361,4.295704337,4.328085806,53.99221219,0.609393701,0.44961029,4.624227026,51.52865198,68.29871106,0.388575752,0.497629028,39.64500208,0.366928321,0.198717376,4.575941793,4.442026781,4.661427613,0.826572959,0.849103247,0.828530178,-2,6.948231697,0.699739456,1.8
7_voice_en_35014427_ahead,32.87956901,4.970618774,5.268092465,3.700106196,74.25022811,0.553530635,0.568242577,3.765632701,58.56915893,71.32438066,0.446260472,0.656170352,75.35997571,0.607292331,0.197019573,3.659931793,3.730427052,4.985420902,0.682750358,0.777632212,0.715666431,0,3.609534264,0.072436333,2.9
7_voice_en_35014427_dinet,32.72617904,5.851152251,3.961628655,5.143773368,69.51765448,0.523006607,0.491935248,4.608254382,65.9753502,67.34182762,0.631369089,0.675641206,56.40272141,0.45564632,0.454601678,5.064261782,4.731873757,5.225011041,0.765046155,0.78440838,0.734264365,0,3.066516876,0.774586678,2
7_voice_en_35014427_dreamtalk,30.07038837,5.898349102,4.839691905,4.471537433,75.9574058,0.662784448,0.640089061,3.977313547,65.22296552,70.50971244,0.531667236,0.663043303,82.0380955,0.678666534,0.276917303,4.313879637,3.985775817,4.694718553,0.706306102,0.701059334,0.727361595,0,4.121777534,0.061952591,3.5
7_voice_en_35014427_iplap,35.52520184,5.416047445,4.06586032,4.56690014,61.96055038,0.581936366,0.461985481,4.513937059,60.6856907,67.87824736,0.564594652,0.62693529,49.27907411,0.404656203,0.299423429,4.861457808,4.45744269,5.065523654,0.931909823,0.954621015,0.936291322,0,2.252457619,0.562675476,1.9
7_voice_en_35014427_mkittalk,33.59006764,4.407379107,5.709173241,3.654715626,74.15493492,0.461948556,0.506332657,3.714445285,54.35590762,71.09696888,0.494156265,0.624165324,64.23018119,0.546764942,0.128838386,3.924692874,3.371905929,4.657547702,0.73637258,0.804124839,0.764922233,-2,2.467879295,0.169283867,2.7
7_voice_en_35014427_sad,36.28985571,5.200435818,5.146447055,5.510052317,75.33519044,0.480277151,0.536969562,4.393562514,72.97698142,71.67691895,0.480682009,0.672087929,75.69580036,0.561478232,0.434358453,4.795304135,4.429278013,5.45193816,0.81739294,0.853352353,0.841957116,0,4.036057472,0.10520649,4.4
7_voice_en_35014427_vidtalk,45.63900945,3.128403502,5.674259625,4.571996975,55.88258889,0.291634245,0.340568677,3.981285518,55.251565,63.08222814,0.499407032,0.601081265,30.31599251,0.336444953,0.210775505,4.661476639,4.30434419,5.143587358,0.749732009,0.768757944,0.779163573,-2,5.390731812,0.509536743,2.6
7_voice_en_35014427_wavlip,42.4745093,5.30812977,4.314467254,4.285127814,54.17608593,0.609385282,0.451387614,4.617717391,51.28554443,68.13677017,0.39175724,0.495932141,39.82646835,0.365578048,0.19544834,4.5976352,4.413365339,4.647209531,0.866307998,0.884936725,0.858817869,-3,6.705000877,0.912862778,1.9
7_voice_en_35014428_ahead,35.87593497,4.953718899,5.507739108,3.666513045,74.38420531,0.53646345,0.571926652,3.718630387,58.42293278,72.47173795,0.481144748,0.680750835,74.30635917,0.603132111,0.196081596,3.733425338,3.73548313,5.047135952,0.695459061,0.799798005,0.727855442,1,3.932443619,0.715807915,2.8
7_voice_en_35014428_dinet,31.87563513,5.905571737,3.928391423,5.144551719,69.76684155,0.523643818,0.495963034,4.618538623,66.11359503,67.76181521,0.632816066,0.674629611,56.84937404,0.458399413,0.455192464,5.075505713,4.734601048,5.225047065,0.772601066,0.793704159,0.741733919,0,2.518834114,0.479326248,2
7_voice_en_35014428_dreamtalk,30.01365161,5.893379794,4.838914287,4.382393573,75.80079996,0.657740337,0.634830193,3.894283525,65.11856818,70.40557925,0.547593096,0.670300425,81.54694356,0.670850035,0.264162004,4.207262554,3.97013051,4.705270738,0.718524055,0.712987478,0.738333865,-1,3.098945618,0.890818596,3.8
7_voice_en_35014428_iplap,35.55051122,5.422556729,4.067229168,4.550294248,61.76464317,0.581690147,0.463051617,4.507349494,60.49241832,67.99417786,0.561583225,0.626781412,49.14037543,0.403711291,0.29741153,4.864206552,4.453393687,5.073819638,0.941380984,0.963042211,0.94408393,0,1.004753113,2.659369469,1.8
